,title,0-incident/single patient 1-awareness/campaign,score
8761,Jan Dhan Yojana’s seeds were sown in Goa in 2001: Parrikar,1.0,0.9347695
8762,"Octogenarian NRI on a 4,160-km charity walk",0.0,0.13215934
8763,Wish I had a magic wand,1.0,0.8649482
8764,Contest for children,0.0,0.49909258
8765,Contest for children,0.0,0.49909067
8766,HC expresses anguish over injustice to HIV patient,0.0,0.3586816
8767,"Sex worker, grandmother at 29, thanks to drought",1.0,0.92414725
8768,"Sex worker, grandmother at 29, thanks to drought",1.0,0.92414576
8769,madurai today,1.0,0.8333164
8770,madurai today,1.0,0.83331645
8771,Poor reach worries doctors,0.0,0.30013323
8772,Poor reach,1.0,0.5011739
8773,Poor reach,1.0,0.50117415
8774,Painless end eludes too many in State,1.0,0.6950054
8775,Painless end eludes too many in State,1.0,0.6949454
8776,Painless end eludes too many in State,1.0,0.6950083
8777,"Cash-starved, State AIDS prevention society resorts to cost cutting measures",1.0,0.9333569
8778,Cambodian quack on trial for infecting over 100 with HIV,0.0,0.072460726
8779,"On wheels from Nepal, for nature conservation",1.0,0.8963026
8780,"On wheels from Nepal, for nature conservation",1.0,0.8963031
8781,nepalcampaign,1.0,0.74251187
8782,Doctor honoured,0.0,0.1695716
8783,Doctor honoured,0.0,0.16957179
8784,First trial to use umbilical cord stem cells to cure HIV,0.0,0.0517822
8785,Blood donation camp organisers feted,0.0,0.35586843
8786,Blood donation camp organisers feted,0.0,0.3558813
8787,Transgender’s death takes a new twist,0.0,0.23109162
8788,Transgender’s death takes a new twist,0.0,0.23105292
8789,Preventing privatisation of water,1.0,0.6286584
8790,CSIR labs told to fend for themselves,0.0,0.111093484
8791,Govt. tells labs: fund research by yourself,1.0,0.53407216
8792,Of health workers and safe workplaces,1.0,0.89584666
8793,Of health workers and safe workplaces,1.0,0.8958447
8794,India recorded largest number of TB cases in 2014,0.0,0.07931949
8795,"Modi calls India, Africa ‘two bright spots’",1.0,0.932011
8796,Intermittent showers continue,1.0,0.87409526
8797,Intermittent showers continue,1.0,0.87409985
8798,Celebration with a difference,1.0,0.8332463
8799,Hospital gets pathology equipment,0.0,0.1011342
8800,Hospital gets pathology equipment,0.0,0.10113422
8801,Potential change-makers,1.0,0.8208158
8802,Visakhapatnam Today,1.0,0.83324724
8803,Visakhapatnam Today,1.0,0.83324724
8804,Potential change-makers,1.0,0.820815
8805,A home for children with HIV,0.0,0.12756374
8806,A home for children with HIV,0.0,0.12756495
8807,13bg_BJFIR_Makk+14MN_MAKKALA_DHAMA..jpg,1.0,0.7425152
8808,WHO warns against diabetes epidemic,1.0,0.8665057
8809,WHO warns against diabetes epidemic,1.0,0.8665039
8810,‘FTAs weaken multilateral systems’,1.0,0.89568204
8811,‘FTAs weaken multilateral systems’,1.0,0.89567775
8812,Different flavour to Rajyotsava,1.0,0.87373066
8813,Different flavour to Rajyotsava,1.0,0.8737309
8814,West targeting Sudan for ouster from oil business: Bashir,0.0,0.065733604
8815,‘Let girls learn’,1.0,0.58533496
8816,africa,1.0,0.7497836
8817,KSAPS members want their pending salaries paid,0.0,0.22556521
8818,KSAPS members want their pending salaries paid,0.0,0.22552772
8819,‘India must ensure cheap drugs for Africa’,0.0,0.08640237
8820,‘India must ensure cheap drugs for Africa’,0.0,0.0864202
8821,"Cash-starved, State AIDS prevention society resorts to cost cutting measures",1.0,0.93332386
8822,Misleading ad on blood still on air,0.0,0.4308292
8823,Misleading ad on blood still on air,0.0,0.4307525
8824,Towards education for all in the country,1.0,0.8545441
8825,Towards education for all in the country,1.0,0.8545263
8826,MAMP16CDCOVER,1.0,0.7425145
8827,Towards education for all in the country,1.0,0.8545824
8828,Notice to NACO on supply of condoms,0.0,0.102386676
8829,Notice to NACO on supply of condoms,0.0,0.102386735
8830,Towards education for all in the country,1.0,0.85455143
8831,ATC,1.0,0.74605656
8832,16mp_mamp_sanil+MAMP16CDCOVER.jpg.jpg,1.0,0.74250257
8833,SP spends time with HIV+ children,0.0,0.41443837
8834,SP spends time with HIV+ children,0.0,0.41444254
8835,Médecins Sans Frontières to portray challenges faced in conflict zones,1.0,0.9410361
8836,Médecins Sans Frontières to portray challenges faced in conflict zones,1.0,0.9410362
8837,From organ commerce hub to organ donation,0.0,0.09794163
8838,NGTKRHI-W042_GS+HY15DUGGAL.jpg.jpg,1.0,0.74248993
8839,"Three doctors and one nurse for 4,000 prison inmates",0.0,0.069152944
8840,Awareness on child labour eradication accelerated,0.0,0.26210597
8841,Awareness on child labour eradication accelerated,0.0,0.26210618
8842,Youth urged to donate blood,0.0,0.262536
8843,Youth urged to donate blood,0.0,0.26259613
8844,Call for restoration of NACO funds,1.0,0.8311553
8845,Call for restoration of NACO funds,1.0,0.8311933
8846,CharlieShee.jpg,1.0,0.7425113
8847,Charlie Sheen says he is HIV positive,0.0,0.08557102
8848,Child adoption goes online,0.0,0.1041554
8849,Child adoption goes online,0.0,0.104154825
8850,H1N1 cases surface in city as weather turns chilly,1.0,0.6230501
8851,Swine flu cases surface as weather turns chilly,1.0,0.81020874
8852,Swine flu cases surface as weather turns chilly,1.0,0.8102086
8853,KASPS contract workers to launch indefinite stir today,1.0,0.76788366
8854,KASPS contract workers to launch indefinite stir today,1.0,0.76788324
8855,People with HIV hit hard by contract workers’ stir,0.0,0.06567339
8856,People with HIV hit hard by contract workers’ stir,0.0,0.06567372
8857,Collector promises help to HIV patients,0.0,0.39825693
8858,"Patients mistake H1N1 for HIV, as swine flu cases rise",0.0,0.2763996
8859,"Patients mistake H1N1 for HIV, as swine flu cases rise",0.0,0.27639964
8860,"HIV-affected man slashes throat, dies",0.0,0.08366885
8861,"HIV-affected man slashes throat, dies",0.0,0.083668955
8862,Patients mistake H1N1 for HIV,0.0,0.10061078
8863,Magic pill or just an old cocktail?,0.0,0.115108155
8864,AIDS_DAY[1],1.0,0.7425034
8865,Weekend Being,1.0,0.7490677
8866,AIDS,1.0,0.74999106
8867,AIDS preventive medicine available from December in Sonagachi,1.0,0.78730136
8868,Celebration with a difference,1.0,0.8332464
8869,"Woman, child die at Pollachi",0.0,0.27596062
8870,HIV.jpg,1.0,0.74250966
8871,"Woman, child die at Pollachi",0.0,0.2759589
8872,"Cuba si, Yankee si",1.0,0.8990987
8873,Scientists find potential new HIV therapy,0.0,0.081983194
8874,HIV,0.0,0.25000322
8875,"Cuba si, Yankee si",1.0,0.89909875
8876,NHRC notice to hospital for refusing treatment,0.0,0.083526134
8877,NHRC notice to hospital for refusing treatment,0.0,0.08352618
8878,"Ensuring drug adherence, the IT way",0.0,0.3208332
8879,"KSAPS sought Rs. 58 cr., but got Rs. 4.35 cr.",0.0,0.051409513
8880,promo two,1.0,0.78387773
8881,HIV prevention project workers not paid regularly,1.0,0.617706
8882,No cap on condom prices,0.0,0.12557596
8883,No cap on condom prices,0.0,0.12557562
8884,"Ensuring drug adherence, the IT way",0.0,0.32083017
8885,HIV+ man kills rival RTV driver’s mother,0.0,0.06301257
8886,MDR-TB spreads less within households,0.0,0.3474017
8887,25bg_bgyas_HIV-+26bg_program_BW.eps.jpg,1.0,0.7425202
8888,25bg_bgyas_HIV-+26bg_program.eps.jp.jpg,1.0,0.74250215
8889,Centre-State funds tussle hits AIDS control programme,1.0,0.9306314
8890,Collector holds discussion on AIDS,1.0,0.8993145
8891,Centre-State funds tussle hits AIDS control programme,1.0,0.9306281
8892,"KSAPS sought Rs. 58 cr., but got Rs. 4.35 cr.",0.0,0.05141029
8893,Collector holds discussion on AIDS,1.0,0.8993146
8894,HIV prevention project workers not paid regularly,1.0,0.6177115
8895,Panchayat-level funds sought for HIV awareness campaign,1.0,0.7239329
8896,Briefly,0.0,0.25027093
8897,Briefly,0.0,0.2502709
8898,Panchayat-level funds sought for HIV awareness campaign,1.0,0.7239128
8899,New HIV vaccine candidate ‘primes’ immune system,0.0,0.06368337
8900,Compensation paid to HIV patient in open court,0.0,0.07167656
8901,Coimbatore today,1.0,0.8332973
8902,Coimbatore today,1.0,0.8332973
8903,Non-traditional threats stalk Kolkata-Kunming corridor,1.0,0.9158513
8904,Watery grave for six children in A.P.,0.0,0.08536295
8905,vaccine,0.0,0.25012672
8906,"Pay compensation, insurance firm told",0.0,0.087687425
8907,"Man arrested for selling wife, forcing her into prostitution",0.0,0.20272599
8908,"Pay compensation, insurance firm told",0.0,0.08766912
8909,Awareness rally marks anti-drugs day,1.0,0.9164197
8910,Awareness rally marks anti-drugs day,1.0,0.91641945
8911,MDR-TB spreads less within households,0.0,0.34740067
8912,Non-traditional threats stalk Kolkata-Kunming corridor,1.0,0.9158513
8913,Six children drown in separate incidents,0.0,0.089212045
8914,HIV edited,0.0,0.17390563
8915,Blood banks go dry in summer months,0.0,0.072545245
8916,Blood banks go dry in summer months,0.0,0.0725444
8917,Rally to mark Blood Donor Day,1.0,0.58466065
8918,Rally to mark Blood Donor Day,1.0,0.58466065
8919,"Ensuring drug adherence, the IT way",0.0,0.32082707
8920,"Ensuring drug adherence, the IT way",0.0,0.320844
8921,HIV+ man kills rival RTV driver’s mother,0.0,0.06301254
8922,Human chain held for creating awareness on blood donation,1.0,0.7401811
8923,Human chain held for creating awareness on blood donation,1.0,0.74017406
8924,DE11-INDIA-SOCI+DE11-INDIA-SOCIETY-.jpg,1.0,0.74249566
8925,Work it out,1.0,0.7498835
8926,HIV positive Zambian woman dies in Amritsar,0.0,0.071753204
8927,HIV+ man kills rival RTV driver’s mother,0.0,0.06301266
8928,HIV+ man kills rival RTV driver’s mother,0.0,0.06301262
8929,Extending a helping hand to stigmatised children,0.0,0.08590255
8930,Person with HIV loses in GP elections,1.0,0.57215005
8931,Not like everyone else,0.0,0.12649664
8932,Prince Harry knighted,0.0,0.12622115
8933,…Not like everyone else,0.0,0.10298407
8934,Awareness meet,1.0,0.51223856
8935,Prince Harry knighted,0.0,0.12622118
8936,Not like everyone else,0.0,0.12649688
8937,For the cause of a transgender clinic,1.0,0.61969984
8938,Person with HIV loses in GP elections,1.0,0.57214993
8939,“Explain action taken in malicious prosecution case”,0.0,0.0930779
8940,“Explain action taken in malicious prosecution case”,0.0,0.09302978
8941,Probe into HIV-infected breast milk,0.0,0.10018376
8942,HIV-positive breast milk for infant,0.0,0.10019803
8943,Probe into HIV-infected breast milk,0.0,0.10018377
8944,HIV DRUG,0.0,0.16667709
8945,HIV-positive person to fight panchayat polls,0.0,0.4128438
8946,For the cause of a transgender clinic,1.0,0.61969995
8947,Police probing report on Aruna assailant’s death,0.0,0.21071413
8948,HIV-positive person to fight panchayat polls,0.0,0.4128423
8949,Tata Steel gives CD4 kits to hospital,0.0,0.090103865
8950,Tata Steel gives CD4 kits to hospital,0.0,0.09010046
8951,For a cause,1.0,0.7499365
8952,HY18-SA_FOR_CIT+HY18-SA_FOR_CITY_2..jpg,1.0,0.74249965
8953,Officials told to deal sternly with quacks,0.0,0.08533638
8954,Officials told to deal sternly with quacks,0.0,0.085344516
8955,Bengaluru Today: May 25,1.0,0.50822014
8956,ART Plus centres to be better equipped to treat HIV,0.0,0.16318858
8957,"No national data on HIV/AIDS among differently-abled, reveals RTI",0.0,0.22133224
8958,‘No national data on HIV/AIDS among differently-abled’,0.0,0.26072067
8959,‘No national data on HIV/AIDS among differently-abled’,0.0,0.2607314
8960,Spurned lover plants petrol bombs in woman’s house,1.0,0.9069442
8961,Spurned lover plants petrol bombs in woman’s house,1.0,0.90695053
8962,India behind track on health MDGs,1.0,0.8934682
8963,Medicos sacrifice weekends to volunteer for rural service,1.0,0.9218386
8964,Medicos sacrifice weekends to volunteer for rural service,1.0,0.92183685
8965,India way behind on WHO health targets,1.0,0.9051892
8966,India way behind on WHO health targets,1.0,0.90518194
8967,"Centre, State asked to reply on lack of HIV testing kits",0.0,0.05838574
8968,"Centre, State asked to reply on lack of HIV testing kits",0.0,0.058385007
8969,ART Plus centres to be better equipped to treat HIV,0.0,0.16318518
8970,"Switch to smart syringes, hospitals told",0.0,0.40470758
8971,"Switch to smart syringes, hospitals told",0.0,0.40472046
8972,ART Plus centres to be better equipped to treat HIV,0.0,0.16318348
8973,ART Plus centres to be better equipped to treat HIV,0.0,0.16318263
8974,Scientists devise new strategy to starve HIV to death,0.0,0.06385373
8975,Call for greater awareness on ill-effects of tobacco,1.0,0.90075344
8976,Call for greater awareness on ill-effects of tobacco,1.0,0.9007413
8977,Habit and addiction disease,0.0,0.13450411
8978,NGOs condemn Centre’s health policies,1.0,0.7157994
8979,Not like everyone else,0.0,0.12649672
8980,TH12_BJP_GMFAJAL74.1+TH12_BJP.jpg,1.0,0.742521
8981,Somnath Bharti faces BJP heat,0.0,0.19295727
8982,enGAGEMEntS,0.0,0.25037667
8983,HC directs State to pay Rs.6 lakh to HIV patient,0.0,0.05639157
8984,Balancing activism with dialogue,1.0,0.87434626
8985,HC directs State to pay Rs.6 lakh to HIV patient,0.0,0.056391913
8986,HIV-positive breast milk for infant,0.0,0.10019799
8987,"Udupi district tops in voluntary blood donation, says official",0.0,0.21241195
8988,"Udupi district tops in voluntary blood donation, says official",0.0,0.21244454
8989,"Love is in the air…er, book",1.0,0.87432086
8990,Blood donation camp held,1.0,0.66153294
8991,An emotional sketch,1.0,0.83132476
8992,"Love is in the air...er, book",1.0,0.8737505
8993,"Stories of triumph, in pictures",1.0,0.87468433
8994,Blood donation camp held,1.0,0.6615269
8995,"Love is in the air…er, book",1.0,0.8743206
8996,"Stories of triumph, in pictures",1.0,0.87468445
8997,An emotional sketch,1.0,0.831325
8998,School inspection begins,1.0,0.86868495
8999,School inspection begins,1.0,0.8686905
9000,Compensation paid to HIV patient in open court,0.0,0.07167635
9001,Free diagnostic services by Dec.,0.0,0.44889754
9002,27mn_BEVKPHI-W0+28MN_SHIVARAJ_KUMAR.jpg,1.0,0.74251366
9003,When their wish came true,1.0,0.8740656
9004,Free diagnostic services by Dec.,0.0,0.44888133
9005,When their wish came true,1.0,0.87406564
9006,The road looks long for third gender,1.0,0.9109617
9007,Set aside a rupee a day for girls’ security: Sunitha Krishnan,1.0,0.9440677
9008,Set aside a rupee a day for girls’ security: Sunitha Krishnan,1.0,0.9440677
9009,The road looks long for third gender,1.0,0.9109628
9010,"Directorate compiles list of private schools, seats available for RTE Act quota",1.0,0.9519136
9011,Officials told to revise housing scheme beneficiaries’ list,0.0,0.068204835
9012,Celebrations move way beyond Miss Koovagam,1.0,0.91987866
9013,Co-operative society to adopt 35 children affected with HIV for a year,0.0,0.17127933
9014,"Directorate compiles list of private schools, seats available for RTE Act quota",1.0,0.951914
9015,Celebrations move way beyond Miss Koovagam,1.0,0.91987926
9016,Officials told to revise housing scheme beneficiaries’ list,0.0,0.06821563
9017,"Leprosy: antiquated Indian laws breed stigma, discrimination",0.0,0.07320478
9018,"Spending cuts will hurt health services, says British journal",1.0,0.730918
9019,Society to adopt 35 HIV- affected children for a year,0.0,0.18712446
9020,Society to adopt 35 HIV- affected children for a year,0.0,0.18712398
9021,‘Migrant labourers prone to HIV infection’,0.0,0.087143175
9022,Fellowship programme,1.0,0.8332286
9023,‘Migrant labourers prone to HIV infection’,0.0,0.08716013
9024,Lack of infrastructure plagues haemophilia treatment centre,0.0,0.07381623
9025,Lack of infrastructure plagues haemophilia treatment centre,0.0,0.07381567
9026,Move to bring down IMR from 44 to 20 by 2020,0.0,0.07477238
9027,Move to bring down IMR from 44 to 20 by 2020,0.0,0.07477131
9028,Periyar University launches two projects,1.0,0.9028855
9029,‘Men hold extreme views when it comes to women — rape or absolute freedom’,1.0,0.7394952
9030,‘Men hold extreme views when it comes to women — rape or absolute freedom’,1.0,0.739497
9031,BHEL distributes assistance under CSR initiative,0.0,0.084412575
9032,BHEL distributes assistance under CSR initiative,0.0,0.08441268
9033,IN09_SUPRESSING_HIV.jpg,1.0,0.7424991
9034,A human trial to reduce HIV viral load shows promise,0.0,0.22290379
9035,No HIV positive cases in children in two years,0.0,0.07440632
9036,Government aid to 75 HIV-affected orphans,0.0,0.4253415
9037,Government aid to 75 HIV-affected orphans,0.0,0.42533484
9038,No HIV positive cases in children in two years,0.0,0.07440927
9039,09mn_mnrmm2_HIV+10MN_TEST.jpg.jpg,1.0,0.74250406
9040,"Spending cuts will hurt health services, says British journal",1.0,0.7309073
9041,Periyar University launches two projects,1.0,0.90288347
9042,HC rules against lawyer’s reluctance to pay maintenance to children,0.0,0.063294806
9043,"Questions over science swirl, but AYUSH stands firm",1.0,0.8996368
9044,‘Are Randomised Control Trials really required?’,1.0,0.77714103
9045,This disorder eludes cure,1.0,0.6189934
9046,This disorder eludes cure,1.0,0.61899364
9047,HIV,0.0,0.25000322
9048,HIV home test kit goes on sale in Britain,0.0,0.06333412
9049,Five billion people have no access to basic surgery: Lancet,0.0,0.07679568
9050,28bevkp1,1.0,0.7425107
9051,Shivaraj Kumar spends day with HIV-infected children,1.0,0.63181
9052,Shivarajkumar spends day with HIV-infected children in Belagavi,1.0,0.51692384
9053,Shivarajkumar spends day with HIV-infected children in Belagavi,1.0,0.51689816
9054,HC rules against lawyer’s reluctance to pay maintenance to children,0.0,0.063294634
9055,Sunitha Krishnan to get Yudhvir Foundation award,1.0,0.7838232
9056,"Ancient viruses, once foes, may now serve as friends: researchers",0.0,0.07738757
9057,Sunitha Krishnan named for Yudhvir Foundation award,1.0,0.92828566
9058,Sunitha Krishnan named for Yudhvir Foundation award,1.0,0.92828476
9059,"Ancient viruses, once foes, may now serve as our friends: researchers",0.0,0.07739364
9060,Goa police rescue six boys,0.0,0.084870435
9061,Goa police rescue six boys,0.0,0.08487201
9062,Programme on HIV today,1.0,0.6249727
9063,Goa police rescue six boys,0.0,0.0848721
9064,Instant self-test HIV kit goes on sale online in Britain,0.0,0.0570083
9065,"Leprosy: antiquated Indian laws breed stigma, discrimination",0.0,0.07320731
9066,Of cinematography and other dreams,1.0,0.83196217
9067,Drastic drop in number of blood donors in Krishna,0.0,0.0765258
9068,Drastic drop in number of blood donors in Krishna,0.0,0.07652602
9069,"Consent, not age, is real issue in early marriage, says report",0.0,0.2951788
9070,Of cinematography and other dreams,1.0,0.83196217
9071,"Consent, not age, is real issue in early marriage, says report",0.0,0.29517704
9072,"No national data on HIV/AIDS among differently-abled, reveals RTI",0.0,0.22134581
9073,Cipla launches generic Hepatitis C drug Hepcvir,0.0,0.075158045
9074,Rajasthan govt. opens mother’s milk bank,0.0,0.07249809
9075,HC directs State to pay compensation to HIV patient for wrong incarceration,0.0,0.05104645
9076,Stitching up new lives,0.0,0.44530812
9077,Organic farming gets big boost in Kannur,0.0,0.26945803
9078,An embarrassing stance,1.0,0.83132917
9079,Organic farming gets big boost in Kannur,0.0,0.26946074
9080,Rajasthan govt. opens mother’s milk bank,0.0,0.07249864
9081,HC directs State to pay compensation to HIV patient for wrong incarceration,0.0,0.051042605
9082,SBI distributes three 4-wheelers,0.0,0.1022913
9083,"Bring smile on patients’ faces, Kalam tells docs",0.0,0.06409408
9084,IMA launches new campaign against TB,1.0,0.6349513
9085,An embarrassing stance,1.0,0.83132905
9086,Pay HIV patient compensation for wrong incarceration: HC,0.0,0.063457616
9087,HIV/AIDS patients stare at bleak future,0.0,0.291961
9088,Recent budget has not lifted the veil of gloom over STEAM,1.0,0.9258324
9089,11hymsg01-HIV-A+hy12LOSS-OF-A-LIFEL.jpg,1.0,0.74250925
9090,A journey with a purpose!,0.0,0.17872418
9091,HIV/AIDS patients stare at bleak future,0.0,0.291967
9092,SBI distributes three 4-wheelers,0.0,0.10228068
9093,Pay HIV patient compensation for wrong incarceration: HC,0.0,0.063459165
9094,Law protects women all along: experts,0.0,0.090689965
9095,Short supply of drugs hits HIV patients,0.0,0.2251451
9096,Not everyone with TB infection may suffer from the disease: IMA,0.0,0.07818905
9097,Not everyone with TB infection may suffer from the disease: IMA,0.0,0.07819727
9098,Is 'editing’ human embryos ethical?,1.0,0.8658962
9099,Is ‘editing’ human embryos ethical?,1.0,0.86432123
9100,Could be fatal,0.0,0.16823763
9101,BRIEFLY,0.0,0.2502709
9102,Could be fatal,0.0,0.16823773
9103,Rise in cases of TB a cause for concern,0.0,0.28864825
9104,Rise in cases of TB a cause for concern,0.0,0.2886539
9105,Self-financing routes,1.0,0.8159912
9106,Self-financing routes,1.0,0.81599283
9107,College festival,1.0,0.83322334
9108,College festival,1.0,0.8332234
9109,IMA launches new campaign against TB,1.0,0.6349353
9110,"33,689 cases of TB in Mysuru since 2003",1.0,0.5587565
9111,"In treatment, how women always bear the brunt",1.0,0.5538223
9112,Rolling out the ‘End TB strategy’,1.0,0.88906735
9113,Need for awareness of TB,1.0,0.8584337
9114,Need for awareness of TB,1.0,0.8584391
9115,Single-window system to extend facilities to AIDS patients,0.0,0.2169341
9116,Single-window system to extend facilities to AIDS patients,0.0,0.21693411
9117,Burra Katha artistes on a noble mission,1.0,0.91611385
9118,Burra Katha artistes on a noble mission,1.0,0.9161138
9119,IMA launches new campaign against TB,1.0,0.63489634
9120,IMA launches new campaign against TB,1.0,0.6349445
9121,World Tuberculosis Day observed,1.0,0.89994735
9122,World Tuberculosis Day observed,1.0,0.89994735
9123,Rally marks TB Prevention Day,1.0,0.910471
9124,Rally marks TB Prevention Day,1.0,0.91047233
9125,Bowring gets new machine to diagnose TB in Bengaluru,0.0,0.07258073
9126,Cipla launches generic Hepatitis C drug Hepcvir,0.0,0.075154044
9127,Bowring gets new machine to diagnose TB,0.0,0.075121574
9128,Stitching up new lives,0.0,0.44547895
9129,Keeping tuberculosis at bay,1.0,0.87462735
9130,"Bring smile on patients’ faces, Kalam tells docs",0.0,0.064093366
9131,Sparking a social change,1.0,0.87378657
9132,Keeping tuberculosis at bay,1.0,0.8746275
9133,Stitching up new lives,0.0,0.44547936
9134,Depressed HIV patient lets dog eat into his wound,0.0,0.063090004
9135,Depressed HIV patient lets dog eat into his wound,0.0,0.06309005
9136,Debate shows British election too close to call,1.0,0.9072145
9137,"Progressing, stitch by stitch",1.0,0.8737763
9138,Debate shows an election too close to call,1.0,0.90983385
9139,"Progressing, stitch by stitch",1.0,0.8737764
9140,Action sought against KIMS Director,0.0,0.44494247
9141,madurai today,1.0,0.8333164
9142,Action sought against KIMS Director,0.0,0.44468355
9143,Women’s Day celebrated across Karimnagar,1.0,0.6431314
9144,Medical fraternity not prepared to handle bio-terrorism: MMCRI director,1.0,0.93631274
9145,Women’s Day celebrated across Karimnagar,1.0,0.64311844
9146,Medical fraternity not prepared to handle bio-terrorism: MMCRI director,1.0,0.9363128
9147,World TB Day observed,1.0,0.89068764
9148,Where a male child is a burden,1.0,0.6132246
9149,Unleashing power,0.0,0.16879714
9150,Competitions for women SHGs,1.0,0.58950657
9151,"Soon, Karnataka will have bike, air ambulances",0.0,0.45933273
9152,Additions to Bill on HIV/AIDS sought,0.0,0.1305866
9153,Lupin gets USFDA nod for HIV drug,0.0,0.07154775
9154,KAP medical College to get modern viral research lab,1.0,0.65117264
9155,New director for ICG,1.0,0.6073204
9156,Training on mental health,1.0,0.87485963
9157,Glow worms in the dark,0.0,0.12592337
9158,Glow worms in the dark,0.0,0.12592334
9159,Glow worms in the dark,0.0,0.12592337
9160,Glow worms in the dark,0.0,0.12592341
9161,Glow worms in the dark,0.0,0.12592342
9162,Glow worms in the dark,0.0,0.12592344
9163,A year of man-made health crises,1.0,0.69617873
9164,A year of man-made health crises,1.0,0.6961787
9165,Three firms evince interest in Air ambulance: Khader,0.0,0.21358077
9166,Lupin’s HIV drug gets USFDA nod,0.0,0.07239103
9167,Lupin gets USFDA nod for HIV drug,0.0,0.07154773
9168,Unleashing power,0.0,0.1687968
9169,tiruchi today,1.0,0.83331853
9170,Madurai Today,1.0,0.8333165
9171,Madurai Today,1.0,0.8333165
9172,Tiruchi today,1.0,0.83331853
9173,Engagements,0.0,0.25037667
9174,Engagements,0.0,0.2503767
9175,"Tuberculosis rate going down, but not fast enough to meet WHO target",0.0,0.280477
9176,Campus capsule,1.0,0.8328703
9177,Countries lax in violence prevention: study,1.0,0.6340264
9178,Life after fleeting spotlight,1.0,0.8457563
9179,Seven exam cheats caught in Khalsa College,1.0,0.9106114
9180,"Countries lax in violence prevention, says study",1.0,0.5702636
9181,Increase in discrimination against sexual minorities,0.0,0.29377753
9182,A positive message,0.0,0.4997014
9183,Goa-based outfit to execute health survey,1.0,0.744604
9184,A positive message,0.0,0.49970183
9185,Stigma still haunts HIV patients,0.0,0.08351472
9186,"‘Focus on care, support centres for TB patients’",1.0,0.6790436
9187,Increase in discrimination against sexual minorities,0.0,0.293778
9188,"‘Focus on care, support centres for TB patients’",1.0,0.67903674
9189,Aids patients’ pensions go abegging,0.0,0.2678397
9190,EP Campus,1.0,0.8309229
9191,Vivek Murthy makes history in the U.S.,1.0,0.8990392
9192,Physician Vivek Murthy’s ancestral village in Karnataka jubilant,0.0,0.11313476
9193,The timeline of beauty,1.0,0.8323332
9194,Welfare board to protect transgender rights planned,1.0,0.6203138
9195,Antibiotics resistance: a serious threat,1.0,0.5073291
9196,ART centre coming up at Tenkasi GH,1.0,0.89709663
9197,The timeline of beauty,1.0,0.83233243
9198,The timeline of beauty,1.0,0.8323367
9199,V-LEAD to now train staff of AIDS prevention programmes,1.0,0.9280641
9200,Cambodia: probe into mass HIV scare,0.0,0.084851734
9201,‘India can be AIDS-free nation by 2030’,0.0,0.32819614
9202,‘India can be AIDS-free nation by 2030’,0.0,0.32819107
9203,KAP Medical College seeks lab for non-communicable diseases,1.0,0.696675
9204,Educational aid given to children,0.0,0.30192325
9205,Making their mark in the era of 100-crore movies,1.0,0.9160219
9206,KAP Medical College seeks lab for non-communicable diseases,1.0,0.6966673
9207,IPTL: Roger Federer arrives in India,1.0,0.91034395
9208,Additions to Bill on HIV/AIDS sought,0.0,0.1305883
9209,Rajasthan,0.0,0.25033352
9210,Creating awareness of HIV among adolescents,1.0,0.535641
9211,"Over 5,100 afflicted with HIV",0.0,0.12885717
9212,Rotary Club conducts cleft lip camp,1.0,0.92801124
9213,13adshshi.HIV_G+HY14AIDS.jpg.jpg,1.0,0.74250793
9214,13mn_mnrmm2_Kha+14MN_KHADER.jpg.jpg,1.0,0.74250495
9215,14MN_KHADER,1.0,0.7425127
9216,Stigma still haunts HIV patients in Mangaluru,0.0,0.07249357
9217,A positive message,0.0,0.49970174
9218,Crowd-sourcing cleanliness,0.0,0.17855895
9219,Capacity-building programme,1.0,0.83094496
9220,Up and about: Building healthier relationships,1.0,0.898784
9221,Court comes to rescue of HIV positive woman,0.0,0.0739876
9222,"SVYM palliative care unit, a ray of hope for many",1.0,0.63245064
9223,"Cipla bags Rs. 1,100 crore order from South African government",0.0,0.37445083
9224,"SVYM palliative care unit, a ray of hope for many",1.0,0.6324485
9225,Pregnant women screened,0.0,0.12600869
9226,Health check-up camp at Hatti gold mines,1.0,0.9239545
9227,US Senate confirms Vivek Murthy as Surgeon General,1.0,0.93225515
9228,Court comes to rescue of HIV positive woman,0.0,0.07398827
9229,‘Mutual trust between people and doctors is important’,0.0,0.49821913
9230,Antibodies of llamas can counteract HIV,0.0,0.10433062
9231,HIV patients find tough to file for pensions,0.0,0.075361684
9232,No place for HIV-infected in pension scheme,0.0,0.10499092
9233,Fourth National Family Health Survey from Jan. 27,0.0,0.44226363
9234,"Cipla bags Rs.1,100 crore order from South African govt",1.0,0.5184295
9235,FDA to ease ban on blood donations by gay men,0.0,0.07207736
9236,Refresher training for drivers,1.0,0.874606
9237,Glow worms in the dark,0.0,0.12592337
9238,Pat for Theni medical college,1.0,0.89727926
9239,Assistance given away under Uzhavar Padukappu Thittam,0.0,0.07404024
9240,Not allowed to travel in buses,0.0,0.12554486
9241,Online admissions to schools under RTE for 2015-16,1.0,0.89991784
9242,Music gives him new visions,0.0,0.30122524
9243,Music gives him new visions,0.0,0.30122033
9244,"Healthcare for children suffering from HIV, AIDS",0.0,0.41728055
